sample_id,region,latitude,longitude,month,sea_surface_temperature_c,temperature_anomaly_c,wind_speed_kmh,wave_height_m,humidity_percent,pressure_hpa,cloud_coverage_percent,chlorophyll_index,current_speed_ms,ocean_risk_level
OM-0604,Pacífico Sul,-17.6269,-135.6217,11,26.88,1.86,30.52,3.77,72.96,1009.13,33.58,0.448,0.423,alto
OM-0605,Pacífico Sul,-18.2114,-136.8224,8,28.03,0.92,28.95,2.41,59.86,1006.69,54.92,0.844,0.652,moderado
OM-0606,Índico Oeste,-4.379,47.5139,3,32.85,0.9,29.2,2.7,60.12,1003.4,68.26,0.399,0.548,critico
OM-0607,Atlântico Sul,-14.7311,-13.1087,1,29.39,1.74,39.75,2.91,76.36,1001.37,70.53,0.526,0.799,alto
OM-0608,Atlântico Sul,-25.9536,-23.7723,10,25.52,-0.44,13.28,2.04,68.4,1008.96,49.13,0.778,0.853,baixo
OM-0609,Atlântico Sul,-19.7692,-0.6286,3,29.89,0.6,16.8,2.76,70.82,1028.04,44.62,0.314,0.47,moderado
OM-0610,Índico Oeste,-19.9132,44.4054,2,29.54,1.87,13.06,3.76,78.56,1007.66,77.81,1.368,0.558,critico
OM-0611,Índico Oeste,-20.4934,66.6909,5,28.34,0.08,20.68,3.13,70.66,1013.92,88.76,0.414,0.727,baixo
OM-0612,Costa Nordeste,-0.6666,-42.8012,3,30.56,1.51,22.84,2.77,53.64,994.84,57.39,1.153,0.747,critico
OM-0613,Índico Oeste,-14.4217,59.7683,8,26.97,-0.27,12.17,3.07,71.74,1005.15,32.17,1.029,0.302,baixo
OM-0614,Costa Nordeste,-5.3845,-36.2855,7,28.95,0.34,23.83,2.76,71.65,1012.38,69.43,0.534,0.456,moderado
OM-0615,Atlântico Sul,-28.8085,-32.2924,3,25.85,1.08,47.0,3.04,76.88,1019.65,72.11,1.005,0.981,alto
OM-0616,Índico Oeste,-3.0076,67.8449,7,29.71,1.61,43.88,3.95,77.7,1000.58,57.18,1.115,0.935,critico
OM-0617,Índico Oeste,-20.5085,47.297,12,28.34,1.45,10.62,2.57,62.49,1011.97,70.82,0.99,0.912,alto
OM-0618,Atlântico Norte,32.534,-39.8023,1,24.0,1.17,10.4,2.6,75.34,1019.81,55.54,1.21,0.761,moderado
OM-0619,Atlântico Sul,-19.57,8.5652,3,28.99,1.24,37.73,1.37,72.83,1001.65,52.01,0.523,0.372,alto
OM-0620,Índico Oeste,-20.0553,72.1336,11,26.11,2.43,30.93,2.57,76.39,1007.84,78.11,1.263,1.125,critico
OM-0621,Costa Nordeste,-3.3797,-35.4242,1,31.03,0.98,53.12,4.03,72.88,1002.36,75.6,1.107,1.066,critico
OM-0622,Índico Oeste,-9.9935,52.5789,7,30.51,-1.5,25.87,2.48,75.75,1006.97,54.8,0.587,0.364,baixo
OM-0623,Atlântico Norte,36.0644,-67.7555,3,26.82,1.42,39.52,3.8,89.57,992.39,42.79,0.406,0.981,critico
OM-0624,Atlântico Norte,39.7684,-33.4757,9,24.95,0.25,17.74,2.83,82.56,1001.32,87.73,0.393,0.461,moderado
OM-0625,Atlântico Norte,28.2063,-12.5191,10,22.82,-0.16,34.15,3.74,50.8,1000.27,53.83,0.632,0.817,baixo
OM-0626,Pacífico Equatorial,-3.3853,-133.193,6,31.32,0.88,0,2.42,92.82,1008.19,15.73,1.229,1.191,alto
OM-0627,Índico Oeste,-23.8122,74.3601,7,26.6,1.28,14.66,2.74,69.85,1001.74,80.25,1.16,0.1,alto
OM-0628,Pacífico Sul,-38.7197,-82.0312,1,24.95,-0.07,41.34,2.93,74.52,1011.06,48.98,0.892,0.384,baixo
OM-0629,Atlântico Sul,-23.0212,-24.5482,9,28.05,2.03,47.74,2.79,76.76,994.81,55.52,1.352,0.878,critico
OM-0630,Pacífico Sul,-17.7615,-159.7106,8,28.08,0.72,18.58,1.94,89.3,1010.15,23.58,1.529,0.376,moderado
OM-0631,Índico Oeste,-18.5974,48.4597,1,29.74,0.2,19.85,2.1,85.24,1012.49,48.2,1.426,0.765,baixo
OM-0632,Pacífico Sul,-13.2078,-153.433,1,30.16,1.66,27.11,2.47,69.91,1012.22,28.92,1.093,0.779,critico
OM-0633,Pacífico Equatorial,4.126,-115.781,1,28.64,-0.11,19.42,1.32,85.08,1019.79,73.28,0.217,0.701,baixo
OM-0634,Atlântico Sul,-26.9899,-25.1872,3,24.99,0.6,20.22,1.94,70.84,981.34,98.72,0.597,0.31,moderado
OM-0635,Atlântico Norte,12.9234,-56.8826,4,27.88,2.67,15.75,4.23,88.91,1002.21,100,1.187,1.191,critico
OM-0636,Atlântico Norte,34.5715,-62.5153,8,23.61,-0.2,13.91,2.75,59.16,1008.09,63.43,0.963,0.447,baixo
OM-0637,Atlântico Norte,14.8797,-43.8474,5,30.07,-0.54,17.5,3.02,93.58,1002.4,96.71,0.779,0.889,moderado
OM-0638,Atlântico Norte,37.9749,-63.7795,12,24.43,0.16,20.24,2.23,73.41,1017.75,60.77,1.253,0.441,baixo
OM-0639,Índico Oeste,3.5165,54.0245,8,28.5,1.47,26.33,2.73,70.98,1009.66,52.03,1.781,0.543,alto
OM-0640,Índico Oeste,-4.801,40.1663,7,31.27,0.64,30.46,2.02,75.52,998.29,72.64,1.335,0.263,alto
OM-0641,Índico Oeste,-19.2202,65.7774,1,28.5,1.37,32.22,2.9,85.95,998.27,54.06,1.035,0.689,alto
OM-0642,Pacífico Sul,-22.692,-134.7189,11,28.94,1.19,27.48,2.87,93.1,1006.61,81.21,1.398,0.05,alto
OM-0643,Atlântico Norte,21.4721,-25.4596,3,30.73,0.47,29.05,3.58,77.16,1012.52,77.51,0.313,0.715,moderado
OM-0644,Pacífico Equatorial,1.5926,-133.5021,3,30.85,-0.32,29.86,2.94,72.08,1005.74,45.07,1.631,0.841,moderado
OM-0645,Pacífico Equatorial,4.1272,-137.5217,2,31.35,2.95,44.39,4.2,69.86,1004.95,100,0.758,0.675,critico
OM-0646,Costa Nordeste,-2.084,-35.5318,1,31.81,1.15,38.99,3.07,88.14,1004.19,62.52,1.142,0.36,alto
OM-0647,Atlântico Norte,25.3523,-60.8592,6,26.23,1.02,28.09,3.87,83.33,1003.13,7.48,1.036,0.46,alto
OM-0648,Pacífico Equatorial,-0.3296,-101.4593,7,29.79,0.53,30.68,3.65,82.17,1001.59,36.67,1.194,0.655,moderado
OM-0649,Costa Nordeste,1.4451,-37.6825,8,28.63,1.29,16.07,1.81,64.31,1012.02,37.93,1.357,0.68,alto
OM-0650,Atlântico Sul,-10.8381,-38.5509,7,27.39,2.22,37.76,3.19,82.19,1002.95,49.06,1.702,0.549,critico
OM-0651,Pacífico Sul,-28.8502,-156.9464,6,26.36,2.61,12.44,2.98,86.33,998.05,45.91,1.47,0.484,critico
OM-0652,Pacífico Equatorial,2.1627,-93.2237,11,32.22,1.46,26.72,2.22,73.17,1010.46,70.23,0.531,0.822,critico
OM-0653,Atlântico Sul,-20.9443,-15.907,10,25.63,1.39,13.98,1.37,97.97,1005.62,56.21,1.717,0.083,alto
OM-0654,Atlântico Norte,11.1736,-31.3135,2,26.38,0.92,22.0,3.14,73.69,1009.89,63.68,0.449,0.808,moderado
OM-0655,Índico Oeste,-10.1999,65.6439,2,30.16,0.15,24.93,2.11,95.86,1007.24,57.42,0.535,0.897,moderado
OM-0656,Pacífico Equatorial,3.1615,-117.7465,1,33.21,-0.13,22.67,1.98,79.73,1007.7,41.96,1.284,0.625,moderado
OM-0657,Costa Nordeste,1.0983,-36.2482,2,33.27,1.88,47.42,2.35,66.69,1006.21,81.87,1.366,0.243,critico
OM-0658,Pacífico Equatorial,-1.7809,-106.1481,4,33.91,1.44,14.85,3.54,76.69,1019.87,83.17,0.487,0.887,critico
OM-0659,Costa Nordeste,-9.8425,-41.758,7,31.21,0.99,14.65,1.9,86.65,996.0,52.79,1.326,0.713,critico
OM-0660,Costa Nordeste,-7.3746,-39.5453,8,31.37,-0.2,24.47,2.87,80.4,1015.34,78.02,0.378,0.901,moderado
OM-0661,Pacífico Sul,-36.694,-168.5071,8,24.51,0.8,16.89,2.54,79.76,1006.2,48.74,0.991,0.279,moderado
OM-0662,Atlântico Sul,-21.1732,-30.9643,1,26.84,-0.57,17.51,2.74,65.8,1004.36,29.14,0.817,0.436,baixo
OM-0663,Atlântico Sul,-25.6084,-51.546,1,24.21,0.3,19.59,3.76,72.82,999.76,44.99,1.011,0.81,baixo
OM-0664,Índico Oeste,-18.8288,71.4291,6,27.38,-0.47,27.0,2.36,87.67,1002.01,53.33,0.02,0.51,baixo
OM-0665,Pacífico Sul,-37.9164,-153.139,8,24.52,0.71,20.99,2.86,75.65,1011.02,40.66,0.178,0.05,baixo
OM-0666,Atlântico Norte,10.0302,-17.6069,8,29.11,1.66,45.93,3.35,70.02,1000.94,68.04,1.14,0.48,critico
OM-0667,Índico Oeste,-10.2801,54.0312,9,26.9,1.64,36.21,3.2,70.78,984.92,68.83,0.217,0.885,alto
OM-0668,Atlântico Sul,-24.6013,-21.2449,11,30.26,0.92,21.79,2.23,68.51,1006.97,55.63,0.02,0.299,alto
OM-0669,Costa Nordeste,1.0478,-39.3333,2,34.0,0.2,31.41,2.2,87.82,1004.03,55.8,1.425,0.75,alto
OM-0670,Índico Oeste,3.358,51.0499,4,33.61,0.88,16.52,1.91,50.79,1014.35,60.9,0.587,0.834,alto
OM-0671,Pacífico Sul,-35.5861,-108.7169,9,25.6,0.34,20.29,2.91,76.55,1006.76,75.19,0.924,0.527,baixo
OM-0672,Pacífico Equatorial,-4.9491,-128.8647,1,31.62,0.75,26.85,1.85,88.39,1003.5,94.57,0.709,0.796,alto
OM-0673,Índico Oeste,-7.4433,43.2287,4,34.93,1.02,20.77,1.93,58.55,1018.39,96.57,0.362,0.42,critico
OM-0674,Índico Oeste,-4.6323,52.8992,10,31.12,1.78,21.57,3.0,73.15,1012.32,85.04,0.817,0.777,critico
OM-0675,Índico Oeste,-22.1187,61.0629,12,26.31,2.54,19.26,3.03,66.98,1008.46,92.93,1.193,0.854,critico
OM-0676,Costa Nordeste,-2.6175,-40.4642,4,31.18,0.18,39.12,2.02,94.23,1011.51,82.88,1.245,0.138,alto
OM-0677,Atlântico Norte,23.8066,-66.7392,1,27.56,5.04,42.77,3.37,68.71,978.75,96.56,1.772,0.222,critico
OM-0678,Pacífico Sul,-33.8481,-157.0263,12,25.04,0.5,19.8,2.08,64.96,997.68,93.44,0.579,0.435,moderado
OM-0679,Atlântico Sul,-29.9993,-15.7536,2,24.7,1.55,16.7,2.54,83.55,1002.99,49.78,1.012,0.623,alto
OM-0680,Pacífico Equatorial,3.2169,-109.1208,11,29.01,-0.04,29.23,3.71,72.64,1003.1,54.27,0.298,0.431,moderado
OM-0681,Pacífico Sul,-36.9994,-117.0113,6,25.01,-0.18,29.57,2.95,73.88,1008.9,28.03,0.937,0.81,baixo
OM-0682,Pacífico Sul,-20.4873,-110.8528,8,29.92,1.12,9.66,2.48,71.24,1033.42,33.04,1.548,0.342,alto
OM-0683,Pacífico Sul,-24.2483,-123.8259,3,28.42,-0.1,13.28,2.99,77.85,1003.12,57.77,0.461,0.162,baixo
OM-0684,Pacífico Sul,-25.4877,-83.37,10,22.95,-0.39,22.77,1.41,82.08,1015.15,75.3,0.697,0.332,baixo
OM-0685,Atlântico Sul,-29.4096,-7.363,4,26.67,0.84,7.82,2.31,94.06,1007.22,60.72,0.609,0.69,moderado
OM-0686,Índico Oeste,-2.3256,56.8022,2,32.44,2.91,21.69,3.29,74.34,1001.31,72.61,1.319,0.488,critico
OM-0687,Pacífico Sul,-22.7866,-152.0239,5,27.23,0.68,23.5,1.79,58.62,1004.29,60.67,0.927,0.649,baixo
OM-0688,Atlântico Sul,-13.7998,3.0639,6,28.84,-0.55,12.17,2.8,91.58,1007.47,42.46,0.754,0.714,baixo
OM-0689,Atlântico Norte,20.5632,-32.8913,9,28.27,-0.69,5.58,0.68,71.27,1010.56,42.85,0.78,0.403,baixo
OM-0690,Atlântico Norte,19.9276,-56.5587,5,29.85,0.28,41.27,3.54,79.86,1004.55,19.74,0.476,0.895,moderado
OM-0691,Índico Oeste,-6.4407,61.8377,2,29.15,-0.45,19.18,1.99,70.11,1012.88,59.58,0.709,0.68,baixo
OM-0692,Pacífico Equatorial,4.2417,-110.1998,1,31.04,0.95,37.7,2.4,76.26,1002.04,100,0.798,0.289,alto
OM-0693,Atlântico Sul,-12.2496,-23.8799,3,28.99,2.57,23.49,2.41,69.59,1019.88,70.23,1.094,0.976,critico
OM-0694,Costa Nordeste,-3.5898,-32.0956,11,29.87,0.44,15.94,2.71,86.98,1018.63,49.44,0.792,0.84,moderado
OM-0695,Pacífico Equatorial,-1.4821,-129.4125,1,31.04,2.57,30.01,1.93,73.02,1001.73,80.53,0.338,0.547,critico
OM-0696,Atlântico Sul,-27.4657,-43.2614,1,24.36,1.72,32.44,3.05,64.27,1011.57,56.68,0.874,0.76,alto
OM-0697,Pacífico Sul,-17.9434,-137.8738,4,28.24,0.87,5.48,1.62,76.77,1028.46,48.46,1.357,0.714,moderado
OM-0698,Índico Oeste,-3.8349,64.8749,5,34.37,1.54,18.16,2.53,71.16,1004.69,55.75,0.289,0.755,critico
OM-0699,Índico Oeste,-5.5028,58.1505,2,33.86,0.83,17.3,2.09,79.43,1007.06,73.45,0.588,0.798,critico
OM-0700,Índico Oeste,-23.6675,48.2292,3,28.25,-0.34,37.63,2.92,96.26,999.44,58.65,0.438,0.688,baixo
OM-0701,Atlântico Norte,16.4963,-68.3593,12,28.01,-0.24,19.15,1.05,80.5,1011.14,29.27,1.213,0.287,baixo
OM-0702,Atlântico Norte,23.9051,-35.6438,10,26.91,-0.09,0,2.12,77.61,1031.78,49.88,1.395,0.416,moderado
OM-0703,Atlântico Norte,18.8747,-35.735,1,27.15,0.03,25.79,1.2,71.99,1005.15,38.34,0.657,0.495,baixo
OM-0704,Índico Oeste,-24.482,40.3548,1,29.34,0.38,23.84,2.71,83.46,1004.95,44.35,0.624,0.731,moderado
OM-0705,Pacífico Equatorial,-2.4046,-120.3043,4,31.74,0.23,27.38,2.65,90.75,1010.71,78.08,0.423,0.966,alto
OM-0706,Atlântico Sul,-10.9659,9.4781,5,31.34,0.78,21.4,2.45,76.46,1011.55,48.8,0.885,0.722,alto
OM-0707,Atlântico Norte,21.1408,-20.6384,7,29.14,1.01,38.54,3.2,58.64,1023.01,74.88,0.688,0.805,alto
OM-0708,Atlântico Sul,-26.7937,-52.1003,3,26.27,0.49,27.74,1.83,78.3,996.33,41.1,0.679,0.645,moderado
OM-0709,Atlântico Sul,-16.8588,-45.2451,11,27.38,0.77,26.19,3.46,64.75,1001.41,26.67,1.213,0.799,moderado
OM-0710,Atlântico Sul,-17.858,-12.1521,9,26.07,0.86,22.58,3.06,76.74,1022.26,44.24,1.239,0.602,moderado
OM-0711,Costa Nordeste,-4.6599,-30.6359,7,30.28,1.24,38.23,2.58,67.38,997.75,35.14,1.202,0.639,alto
OM-0712,Atlântico Norte,17.3483,-15.4441,11,26.4,0.35,21.06,2.98,85.11,1012.75,87.83,0.787,0.31,baixo
OM-0713,Costa Nordeste,0.5169,-44.7673,2,29.82,1.35,21.52,2.71,88.92,993.6,76.89,0.998,0.855,critico
OM-0714,Atlântico Norte,37.5587,-15.7444,6,26.89,1.6,24.35,3.41,80.1,997.88,55.26,0.871,0.603,alto
OM-0715,Pacífico Equatorial,4.4992,-95.3595,11,27.8,1.13,20.07,2.61,82.92,1020.75,100,0.464,1.04,alto
OM-0716,Atlântico Norte,27.7914,-29.5656,8,23.46,1.26,5.32,1.28,82.89,1013.0,47.13,1.385,0.777,moderado
OM-0717,Índico Oeste,-16.4423,55.3627,3,29.38,0.52,35.55,2.08,68.68,1008.69,71.3,0.624,0.468,moderado
OM-0718,Pacífico Equatorial,-2.2615,-123.665,3,31.4,2.55,30.15,1.61,73.24,998.08,77.46,1.843,0.532,critico
OM-0719,Atlântico Sul,-10.8029,-19.9111,4,31.47,1.96,40.02,3.01,74.64,991.24,72.98,0.743,0.902,critico
OM-0720,Atlântico Sul,-21.1119,-26.9027,5,29.6,0.85,11.71,0.64,81.46,994.51,62.12,1.057,0.607,alto
OM-0721,Índico Oeste,-6.0813,60.5138,2,31.32,-0.15,0.33,2.33,78.4,1004.69,73.73,0.306,0.615,moderado
OM-0722,Pacífico Sul,-21.1814,-147.8678,10,24.75,2.11,27.79,3.42,82.35,990.13,62.83,1.314,1.057,alto
OM-0723,Pacífico Sul,-17.5166,-169.7122,2,26.95,0.67,38.83,3.24,65.31,996.52,59.44,1.249,0.05,moderado
OM-0724,Pacífico Equatorial,3.4069,-97.4977,11,27.83,0.75,17.11,3.0,80.01,1010.44,87.04,0.434,0.447,alto
OM-0725,Pacífico Equatorial,-2.526,-124.5081,3,31.01,2.75,25.42,1.96,58.02,1004.35,42.08,1.158,0.567,critico
OM-0726,Atlântico Norte,16.4532,-18.9407,7,29.91,1.18,21.42,3.24,66.58,1009.67,74.51,0.776,0.581,alto
OM-0727,Atlântico Sul,-23.8298,-28.3622,10,27.86,-0.19,41.65,4.02,71.96,1003.09,2.83,0.558,0.893,moderado
OM-0728,Pacífico Sul,-30.0014,-138.2569,9,24.31,0.71,0,1.43,81.28,1002.9,56.38,0.561,0.649,moderado
OM-0729,Índico Oeste,-18.5315,69.3334,1,28.24,0.64,31.98,3.2,70.18,1006.42,53.04,1.151,0.636,moderado
OM-0730,Pacífico Equatorial,2.4992,-101.2202,7,30.64,0.2,22.09,2.67,90.31,1014.73,61.14,0.411,1.053,moderado
OM-0731,Atlântico Norte,37.5692,-64.2666,10,24.01,0.03,18.72,2.81,73.83,1008.98,53.96,1.07,0.558,baixo
OM-0732,Índico Oeste,-13.7026,57.1814,4,30.71,0.36,33.41,2.27,76.06,1007.94,35.85,0.851,0.344,alto
OM-0733,Atlântico Sul,-20.9546,-17.4378,1,27.3,0.99,11.75,1.9,66.98,1022.5,68.76,0.892,0.788,moderado
OM-0734,Índico Oeste,-7.1977,43.3556,7,29.99,-0.08,15.11,1.9,76.83,1003.08,48.68,1.136,0.674,moderado
OM-0735,Atlântico Norte,27.9619,-17.7143,5,25.3,-0.8,11.27,1.65,70.91,1005.44,45.66,0.335,1.028,baixo
OM-0736,Atlântico Sul,-11.5754,-27.3294,2,27.17,3.71,38.53,4.38,78.78,998.35,59.71,1.358,0.764,critico
OM-0737,Pacífico Sul,-13.7735,-132.3667,1,27.63,1.52,39.82,2.72,62.32,1001.23,38.37,1.401,0.778,alto
OM-0738,Costa Nordeste,-0.3662,-30.7201,6,30.69,0.52,44.62,2.48,72.35,986.98,75.61,1.228,0.591,alto
OM-0739,Índico Oeste,-19.6232,58.8197,1,27.71,1.14,16.7,2.31,86.43,1011.01,73.84,1.246,0.399,moderado
OM-0740,Pacífico Sul,-39.5761,-152.6623,5,27.08,-1.04,14.09,2.76,69.7,1015.9,20.09,0.65,0.715,baixo
OM-0741,Pacífico Sul,-33.5068,-153.9507,10,25.51,1.56,27.59,2.26,77.84,992.8,56.13,1.703,0.819,alto
OM-0742,Índico Oeste,-18.7208,40.1068,4,29.72,0.57,27.35,2.96,82.23,1001.11,65.35,0.789,0.33,moderado
OM-0743,Pacífico Sul,-25.8493,-142.7698,2,25.67,1.5,23.95,2.13,80.62,998.74,89.54,1.237,0.59,alto
OM-0744,Pacífico Sul,-14.9919,-105.9787,7,26.71,0.21,17.59,1.43,67.5,1012.22,76.7,0.886,0.158,baixo
OM-0745,Pacífico Sul,-27.2777,-114.4723,4,25.64,0.98,35.72,3.02,74.95,1004.53,56.54,1.083,0.471,moderado
OM-0746,Atlântico Sul,-17.8645,-52.8207,5,28.28,-0.11,19.42,1.69,88.2,1013.42,92.18,0.921,0.198,baixo
OM-0747,Índico Oeste,-10.291,58.9379,11,26.97,0.01,26.56,2.21,74.25,989.86,71.7,1.108,0.609,baixo
OM-0748,Pacífico Sul,-18.6823,-141.7187,9,26.56,2.33,28.3,2.46,65.91,986.06,74.95,0.934,0.972,critico
OM-0749,Pacífico Equatorial,0.1634,-93.5673,7,29.46,2.54,30.02,2.8,75.36,1007.93,95.42,1.256,0.494,critico
OM-0750,Pacífico Sul,-17.5951,-94.5926,1,27.42,3.32,34.15,3.25,79.89,998.59,82.43,1.074,0.8,critico
OM-0751,Pacífico Sul,-11.027,-100.995,1,28.24,3.47,32.79,4.84,62.52,985.04,81.61,1.842,0.747,critico
OM-0752,Pacífico Sul,-31.3877,-144.8933,10,23.46,1.19,30.22,2.57,71.69,1018.45,58.19,1.405,0.375,moderado
OM-0753,Pacífico Sul,-24.3087,-95.345,11,27.12,0.39,13.8,2.76,79.81,1022.74,35.54,1.445,0.637,baixo
OM-0754,Pacífico Sul,-10.9453,-120.355,12,27.54,0.22,22.09,3.17,80.85,1009.12,50.32,0.611,0.821,moderado
OM-0755,Pacífico Equatorial,0.6377,-110.5017,1,30.75,0.98,29.72,2.55,67.05,1006.83,70.59,0.77,0.484,alto
OM-0756,Atlântico Norte,15.5848,-68.695,10,25.29,0.92,9.47,2.98,75.84,1017.44,42.67,1.423,0.393,alto
OM-0757,Costa Nordeste,-0.8419,-31.487,9,30.95,1.19,13.73,1.95,79.1,1012.21,52.38,1.456,0.449,alto
OM-0758,Atlântico Norte,32.5555,-62.2066,6,25.7,2.42,35.07,3.81,67.18,1007.98,56.76,0.866,0.741,critico
OM-0759,Costa Nordeste,-7.1658,-41.9502,2,31.49,0.09,22.42,2.29,78.47,1011.94,36.17,0.687,0.631,moderado
OM-0760,Índico Oeste,-0.0596,68.249,2,30.8,1.11,18.14,2.86,72.9,1020.25,81.04,0.547,0.368,alto
OM-0761,Pacífico Sul,-17.7871,-117.2214,4,29.77,0.23,15.04,2.82,89.52,1009.41,52.26,0.923,0.628,moderado
OM-0762,Atlântico Sul,-25.7754,-26.699,6,25.04,2.41,24.06,2.28,74.28,1025.93,75.29,1.454,0.446,alto
OM-0763,Atlântico Sul,-23.0743,-7.3764,11,28.37,0.81,15.66,2.04,64.92,1010.94,79.58,0.796,0.58,moderado
OM-0764,Pacífico Equatorial,2.4207,-143.0425,8,28.31,0.58,38.64,1.4,80.79,1008.69,26.44,1.18,0.59,moderado
OM-0765,Atlântico Sul,-23.2577,5.7215,10,26.73,1.68,34.46,2.57,73.22,1004.03,79.2,0.674,0.9,alto
OM-0766,Pacífico Equatorial,-2.4767,-129.7523,5,32.07,0.4,20.43,3.09,68.06,1010.61,67.27,0.892,0.569,moderado
OM-0767,Índico Oeste,-17.5412,43.3619,2,29.07,0.96,32.07,2.45,62.62,1008.53,99.75,0.492,0.995,moderado
OM-0768,Atlântico Norte,23.7526,-65.4078,6,30.2,0.89,26.45,2.38,59.97,1005.1,41.17,1.392,0.488,alto
OM-0769,Costa Nordeste,1.4043,-41.1471,11,29.94,0.23,40.05,2.63,46.67,992.92,32.46,0.498,0.686,moderado
OM-0770,Atlântico Sul,-22.5153,-24.2603,7,27.72,1.96,24.82,2.9,70.91,1007.74,62.99,1.074,0.711,alto
OM-0771,Pacífico Sul,-36.107,-145.9652,10,24.23,0.68,22.23,2.03,63.65,997.95,38.36,0.599,0.256,moderado
OM-0772,Atlântico Norte,21.6712,-14.2076,1,27.42,1.26,37.14,4.2,63.67,1003.98,70.12,1.3,0.359,alto
OM-0773,Atlântico Norte,39.0317,-32.117,9,24.46,0.56,15.33,2.17,76.06,998.71,46.13,0.915,0.257,baixo
OM-0774,Atlântico Norte,22.9459,-10.2504,1,28.01,-0.14,31.27,2.52,66.52,1005.53,65.15,0.735,0.439,baixo
OM-0775,Atlântico Sul,-18.5851,-43.3895,3,29.41,-1.5,8.64,1.37,80.32,1032.64,44.24,1.475,0.266,baixo
OM-0776,Pacífico Sul,-11.1928,-101.4422,6,27.12,0.58,9.9,2.8,70.86,1029.28,82.64,1.548,0.573,moderado
OM-0777,Pacífico Equatorial,2.6293,-110.6286,11,30.95,0.11,32.48,2.54,66.91,997.45,75.21,1.239,0.915,moderado
OM-0778,Pacífico Sul,-27.7367,-167.945,10,23.8,1.77,35.39,3.52,75.08,984.51,47.54,0.594,0.944,alto
OM-0779,Costa Nordeste,-4.5068,-34.1541,4,33.48,2.49,25.79,3.58,81.37,999.38,51.15,1.171,0.05,critico
OM-0780,Costa Nordeste,1.6737,-37.4968,2,32.36,-1.02,25.24,1.88,75.34,1006.88,51.93,0.195,0.292,baixo
OM-0781,Índico Oeste,0.8651,42.8146,7,33.4,0.11,19.41,1.35,91.8,1007.91,20.98,1.096,0.942,alto
OM-0782,Pacífico Sul,-16.9372,-137.2964,12,28.92,0.04,23.21,2.06,85.65,996.01,23.85,0.464,0.511,baixo
OM-0783,Pacífico Sul,-29.805,-87.8323,8,24.53,0.99,44.13,3.88,68.52,1003.75,58.1,1.253,0.231,alto
OM-0784,Pacífico Sul,-32.2623,-145.2231,1,25.05,0.09,24.02,3.07,70.6,1013.88,68.1,0.731,0.414,baixo
OM-0785,Índico Oeste,-4.8016,46.1777,12,31.53,1.49,26.14,3.32,83.84,995.51,65.58,1.029,0.42,critico
OM-0786,Atlântico Norte,22.1753,-32.8924,3,30.74,0.38,10.96,2.1,59.56,1023.85,28.92,0.195,0.269,moderado
OM-0787,Índico Oeste,-24.573,77.8779,6,28.73,3.06,30.5,2.99,79.85,1011.31,40.75,0.926,1.012,critico
OM-0788,Atlântico Norte,36.944,-25.5173,6,24.98,1.28,37.43,3.45,59.95,1000.62,99.78,0.192,0.926,alto
OM-0789,Costa Nordeste,-7.0637,-33.041,3,31.4,-0.61,16.08,1.29,89.27,1013.9,46.82,0.744,0.688,moderado
OM-0790,Atlântico Sul,-11.8772,-46.3843,5,29.84,0.84,14.78,1.95,59.03,1004.49,44.14,1.416,0.589,alto
OM-0791,Atlântico Sul,-20.4793,-48.5081,10,27.1,1.62,9.54,1.69,91.95,1019.45,67.73,0.734,0.653,moderado
OM-0792,Índico Oeste,4.7671,50.0699,7,29.88,1.69,2.56,2.04,69.83,1025.46,62.33,1.323,0.353,alto
OM-0793,Índico Oeste,-21.6559,70.2645,3,27.99,0.66,18.12,2.46,85.75,1011.79,43.64,1.737,0.239,moderado
OM-0794,Atlântico Norte,34.6767,-58.3843,2,25.67,-0.02,16.7,2.95,82.74,1014.12,35.22,0.469,0.68,baixo
OM-0795,Índico Oeste,-1.4257,74.0943,10,29.24,-0.08,8.49,2.08,62.04,1018.12,56.27,1.11,0.988,baixo
OM-0796,Pacífico Equatorial,-3.5501,-129.9767,6,32.1,-0.09,6.1,1.39,99.7,1012.02,80.81,0.94,0.436,moderado
OM-0797,Índico Oeste,-1.9885,40.7792,12,30.92,1.87,28.68,2.85,67.18,1007.85,28.86,0.79,0.695,alto
OM-0798,Índico Oeste,0.6921,44.2734,4,33.23,1.82,6.9,1.4,92.47,1002.17,23.17,1.664,0.469,critico
OM-0799,Atlântico Norte,27.5834,-66.441,1,24.38,0.04,26.43,2.31,87.06,1019.14,41.07,1.422,0.443,baixo
OM-0800,Costa Nordeste,-2.9223,-36.3887,9,30.73,0.95,25.49,2.12,67.86,1004.82,96.48,1.009,0.956,alto
OM-0801,Pacífico Sul,-17.8283,-83.852,6,29.68,0.05,26.67,3.2,67.27,1009.87,40.22,0.245,0.596,moderado
OM-0802,Atlântico Sul,-27.1946,-13.2544,7,23.9,2.97,41.15,3.18,86.67,1000.87,95.41,1.251,0.741,critico
OM-0803,Índico Oeste,-16.5206,53.3501,2,28.45,-0.56,22.68,1.36,81.82,993.1,97.43,1.274,0.05,baixo
OM-0804,Atlântico Sul,-14.6577,-26.9885,5,26.58,1.0,30.17,3.33,81.45,1016.17,24.47,1.119,0.576,baixo
OM-0805,Atlântico Sul,-21.9707,-35.9021,10,26.91,0.45,16.39,2.52,78.54,1021.94,47.29,1.246,0.359,baixo
